Datetime,Predicted_Energy
2018-08-05 17:00:00,6386.457328658476
2018-08-05 18:00:00,6448.25310800302
2018-08-05 19:00:00,6346.686107173994
2018-08-05 20:00:00,6178.4621759007405
2018-08-05 21:00:00,6183.897990969981
2018-08-05 22:00:00,5999.767913578543
2018-08-05 23:00:00,5580.955336824824
2018-08-06 00:00:00,5185.897144842923
2018-08-06 01:00:00,4840.387032706714
2018-08-06 02:00:00,4626.910828814564
2018-08-06 03:00:00,4495.054954561092
2018-08-06 04:00:00,4433.160320172534
2018-08-06 05:00:00,4457.2745520983535
2018-08-06 06:00:00,4691.59974074885
2018-08-06 07:00:00,5046.978242961545
2018-08-06 08:00:00,5333.294940814917
2018-08-06 09:00:00,5632.169113289268
2018-08-06 10:00:00,5950.254483317337
2018-08-06 11:00:00,6271.0006671892215
2018-08-06 12:00:00,6529.392996106987
2018-08-06 13:00:00,6714.546760332529
2018-08-06 14:00:00,6913.167457861147
2018-08-06 15:00:00,7045.883886739486
2018-08-06 16:00:00,7111.431981699773
2018-08-06 17:00:00,7172.067531546421
2018-08-06 18:00:00,7150.831564115964
2018-08-06 19:00:00,7031.631850558351
2018-08-06 20:00:00,6839.218211457278
2018-08-06 21:00:00,6792.986903572304
2018-08-06 22:00:00,6545.622821296142
2018-08-06 23:00:00,6018.765744408234
2018-08-07 00:00:00,5517.406210889082
2018-08-07 01:00:00,5100.554304772036
2018-08-07 02:00:00,4851.219034821458
2018-08-07 03:00:00,4685.678198936028
2018-08-07 04:00:00,4601.002664503449
2018-08-07 05:00:00,4614.4973261922305
2018-08-07 06:00:00,4827.529611431029
2018-08-07 07:00:00,5178.518615469048
2018-08-07 08:00:00,5429.653868666498
2018-08-07 09:00:00,5705.033573097498
2018-08-07 10:00:00,5983.247709673687
2018-08-07 11:00:00,6278.6471502415825
2018-08-07 12:00:00,6543.1406972730765
2018-08-07 13:00:00,6747.323057135151
2018-08-07 14:00:00,6939.448999474922
2018-08-07 15:00:00,7062.674916248503
2018-08-07 16:00:00,7145.829055921748
2018-08-07 17:00:00,7220.289921441927
2018-08-07 18:00:00,7210.702144353886
2018-08-07 19:00:00,7061.780289518523
2018-08-07 20:00:00,6852.431812035194
2018-08-07 21:00:00,6823.128934172746
2018-08-07 22:00:00,6587.293791669002
2018-08-07 23:00:00,6054.975617985078
2018-08-08 00:00:00,5523.335379351445
2018-08-08 01:00:00,5104.269483732439
2018-08-08 02:00:00,4844.892951699789
2018-08-08 03:00:00,4692.352722217676
2018-08-08 04:00:00,4593.690211438061
2018-08-08 05:00:00,4618.17574685207
2018-08-08 06:00:00,4815.024510693783
2018-08-08 07:00:00,5177.438465590615
2018-08-08 08:00:00,5429.384687712305
2018-08-08 09:00:00,5675.52983781851
2018-08-08 10:00:00,5966.01224722665
2018-08-08 11:00:00,6260.48019739675
2018-08-08 12:00:00,6510.313196945535
2018-08-08 13:00:00,6710.463257988596
2018-08-08 14:00:00,6915.949515811532
2018-08-08 15:00:00,7039.623842142979
2018-08-08 16:00:00,7103.649812574098
2018-08-08 17:00:00,7176.495836286418
2018-08-08 18:00:00,7141.403387401401
2018-08-08 19:00:00,7018.456651595892
2018-08-08 20:00:00,6821.463542616664
2018-08-08 21:00:00,6781.705324807351
2018-08-08 22:00:00,6556.565608073451
2018-08-08 23:00:00,6045.986510019271
2018-08-09 00:00:00,5532.577323953198
2018-08-09 01:00:00,5110.69821573325
2018-08-09 02:00:00,4860.387411771346
2018-08-09 03:00:00,4692.735921316268
2018-08-09 04:00:00,4601.780655968929
2018-08-09 05:00:00,4610.751406946424
2018-08-09 06:00:00,4816.6378998864275
2018-08-09 07:00:00,5173.093840937352
2018-08-09 08:00:00,5423.6469325386515
2018-08-09 09:00:00,5680.619993468112
2018-08-09 10:00:00,5979.554181197557
2018-08-09 11:00:00,6284.44671248058
2018-08-09 12:00:00,6548.292181755166
2018-08-09 13:00:00,6745.9187095721245
2018-08-09 14:00:00,6949.600633666477
2018-08-09 15:00:00,7058.059579672571
2018-08-09 16:00:00,7112.457509811663
2018-08-09 17:00:00,7150.867167924074
2018-08-09 18:00:00,7146.91116157288
2018-08-09 19:00:00,7004.293483634089
2018-08-09 20:00:00,6805.449259312521
2018-08-09 21:00:00,6751.792287645817
2018-08-09 22:00:00,6551.643440485708
2018-08-09 23:00:00,6038.212424603902
2018-08-10 00:00:00,5546.737321297655
2018-08-10 01:00:00,5127.248138963567
2018-08-10 02:00:00,4855.470070368588
2018-08-10 03:00:00,4695.6987669055
2018-08-10 04:00:00,4601.829526359938
2018-08-10 05:00:00,4617.188497679379
2018-08-10 06:00:00,4794.018013272959
2018-08-10 07:00:00,5128.736103236552
2018-08-10 08:00:00,5388.603298721173
2018-08-10 09:00:00,5663.756841240552
2018-08-10 10:00:00,5963.9034104167085
2018-08-10 11:00:00,6241.957567992529
2018-08-10 12:00:00,6480.454124141734
2018-08-10 13:00:00,6669.186482527873
2018-08-10 14:00:00,6832.605650218109
2018-08-10 15:00:00,6930.895557211912
2018-08-10 16:00:00,6978.618465303406
2018-08-10 17:00:00,7035.128245621056
2018-08-10 18:00:00,6964.897415631674
2018-08-10 19:00:00,6788.421702286943
2018-08-10 20:00:00,6566.39498874128
2018-08-10 21:00:00,6465.257966841867
2018-08-10 22:00:00,6280.941523258836
2018-08-10 23:00:00,5831.803838629016
2018-08-11 00:00:00,5343.810682018508
2018-08-11 01:00:00,4925.466201378728
2018-08-11 02:00:00,4645.066202866301
2018-08-11 03:00:00,4468.469737429983
2018-08-11 04:00:00,4359.144349446084
2018-08-11 05:00:00,4307.996636506564
2018-08-11 06:00:00,4353.268543037437
2018-08-11 07:00:00,4430.2468491766285
2018-08-11 08:00:00,4609.518998280455
2018-08-11 09:00:00,4967.012473049644
2018-08-11 10:00:00,5343.622957069556
2018-08-11 11:00:00,5678.3441976256845
2018-08-11 12:00:00,5920.003310516793
2018-08-11 13:00:00,6109.7614270729655
2018-08-11 14:00:00,6248.133118915623
2018-08-11 15:00:00,6330.361109169983
2018-08-11 16:00:00,6413.666751626687
2018-08-11 17:00:00,6489.0944198908555
2018-08-11 18:00:00,6483.214868393417
2018-08-11 19:00:00,6335.235870122149
2018-08-11 20:00:00,6119.822489200917
2018-08-11 21:00:00,6060.475443398613
2018-08-11 22:00:00,5904.690606247285
2018-08-11 23:00:00,5505.719496773269
2018-08-12 00:00:00,5064.634331654563
2018-08-12 01:00:00,4686.439100887088
2018-08-12 02:00:00,4437.03898460364
2018-08-12 03:00:00,4261.003324752064
2018-08-12 04:00:00,4145.927274351608
2018-08-12 05:00:00,4097.994404771294
2018-08-12 06:00:00,4110.525433102916
2018-08-12 07:00:00,4143.401338671567
2018-08-12 08:00:00,4287.41204729904
2018-08-12 09:00:00,4645.747531668109
2018-08-12 10:00:00,5022.662375117113
2018-08-12 11:00:00,5354.134989168049
2018-08-12 12:00:00,5632.211644590112
2018-08-12 13:00:00,5868.030443674239
2018-08-12 14:00:00,6027.884948692032
2018-08-12 15:00:00,6146.474691209812
2018-08-12 16:00:00,6276.145540443907
2018-08-12 17:00:00,6386.457328658476
2018-08-12 18:00:00,6448.25310800302
2018-08-12 19:00:00,6346.686107173994
2018-08-12 20:00:00,6178.4621759007405
2018-08-12 21:00:00,6183.897990969981
2018-08-12 22:00:00,5999.767913578543
2018-08-12 23:00:00,5580.955336824824
2018-08-13 00:00:00,5185.897144842923
2018-08-13 01:00:00,4840.387032706714
2018-08-13 02:00:00,4626.910828814564
2018-08-13 03:00:00,4495.054954561092
2018-08-13 04:00:00,4433.160320172534
2018-08-13 05:00:00,4457.2745520983535
2018-08-13 06:00:00,4691.59974074885
2018-08-13 07:00:00,5046.978242961545
2018-08-13 08:00:00,5333.294940814917
2018-08-13 09:00:00,5632.169113289268
2018-08-13 10:00:00,5950.254483317337
2018-08-13 11:00:00,6271.0006671892215
2018-08-13 12:00:00,6529.392996106987
2018-08-13 13:00:00,6714.546760332529
2018-08-13 14:00:00,6913.167457861147
2018-08-13 15:00:00,7045.883886739486
2018-08-13 16:00:00,7111.431981699773
2018-08-13 17:00:00,7172.067531546421
2018-08-13 18:00:00,7150.831564115964
2018-08-13 19:00:00,7031.631850558351
2018-08-13 20:00:00,6839.218211457278
2018-08-13 21:00:00,6792.986903572304
2018-08-13 22:00:00,6545.622821296142
2018-08-13 23:00:00,6018.765744408234
2018-08-14 00:00:00,5517.406210889082
2018-08-14 01:00:00,5100.554304772036
2018-08-14 02:00:00,4851.219034821458
2018-08-14 03:00:00,4685.678198936028
2018-08-14 04:00:00,4601.002664503449
2018-08-14 05:00:00,4614.4973261922305
2018-08-14 06:00:00,4827.529611431029
2018-08-14 07:00:00,5178.518615469048
2018-08-14 08:00:00,5429.653868666498
2018-08-14 09:00:00,5705.033573097498
2018-08-14 10:00:00,5983.247709673687
2018-08-14 11:00:00,6278.6471502415825
2018-08-14 12:00:00,6543.1406972730765
2018-08-14 13:00:00,6747.323057135151
2018-08-14 14:00:00,6939.448999474922
2018-08-14 15:00:00,7062.674916248503
2018-08-14 16:00:00,7145.829055921748
2018-08-14 17:00:00,7220.289921441927
2018-08-14 18:00:00,7210.702144353886
2018-08-14 19:00:00,7061.780289518523
2018-08-14 20:00:00,6852.431812035194
2018-08-14 21:00:00,6823.128934172746
2018-08-14 22:00:00,6587.293791669002
2018-08-14 23:00:00,6054.975617985078
2018-08-15 00:00:00,5523.335379351445
2018-08-15 01:00:00,5104.269483732439
2018-08-15 02:00:00,4844.892951699789
2018-08-15 03:00:00,4692.352722217676
2018-08-15 04:00:00,4593.690211438061
2018-08-15 05:00:00,4618.17574685207
2018-08-15 06:00:00,4815.024510693783
2018-08-15 07:00:00,5177.438465590615
2018-08-15 08:00:00,5429.384687712305
2018-08-15 09:00:00,5675.52983781851
2018-08-15 10:00:00,5966.01224722665
2018-08-15 11:00:00,6260.48019739675
2018-08-15 12:00:00,6510.313196945535
2018-08-15 13:00:00,6710.463257988596
2018-08-15 14:00:00,6915.949515811532
2018-08-15 15:00:00,7039.623842142979
2018-08-15 16:00:00,7103.649812574098
2018-08-15 17:00:00,7176.495836286418
2018-08-15 18:00:00,7141.403387401401
2018-08-15 19:00:00,7018.456651595892
2018-08-15 20:00:00,6821.463542616664
2018-08-15 21:00:00,6781.705324807351
2018-08-15 22:00:00,6556.565608073451
2018-08-15 23:00:00,6045.986510019271
2018-08-16 00:00:00,5532.577323953198
2018-08-16 01:00:00,5110.69821573325
2018-08-16 02:00:00,4860.387411771346
2018-08-16 03:00:00,4692.735921316268
2018-08-16 04:00:00,4601.780655968929
2018-08-16 05:00:00,4610.751406946424
2018-08-16 06:00:00,4816.6378998864275
2018-08-16 07:00:00,5173.093840937352
2018-08-16 08:00:00,5423.6469325386515
2018-08-16 09:00:00,5680.619993468112
2018-08-16 10:00:00,5979.554181197557
2018-08-16 11:00:00,6284.44671248058
2018-08-16 12:00:00,6548.292181755166
2018-08-16 13:00:00,6745.9187095721245
2018-08-16 14:00:00,6949.600633666477
2018-08-16 15:00:00,7058.059579672571
2018-08-16 16:00:00,7112.457509811663
2018-08-16 17:00:00,7150.867167924074
2018-08-16 18:00:00,7146.91116157288
2018-08-16 19:00:00,7004.293483634089
2018-08-16 20:00:00,6805.449259312521
2018-08-16 21:00:00,6751.792287645817
2018-08-16 22:00:00,6551.643440485708
2018-08-16 23:00:00,6038.212424603902
2018-08-17 00:00:00,5546.737321297655
2018-08-17 01:00:00,5127.248138963567
2018-08-17 02:00:00,4855.470070368588
2018-08-17 03:00:00,4695.6987669055
2018-08-17 04:00:00,4601.829526359938
2018-08-17 05:00:00,4617.188497679379
2018-08-17 06:00:00,4794.018013272959
2018-08-17 07:00:00,5128.736103236552
2018-08-17 08:00:00,5388.603298721173
2018-08-17 09:00:00,5663.756841240552
2018-08-17 10:00:00,5963.9034104167085
2018-08-17 11:00:00,6241.957567992529
2018-08-17 12:00:00,6480.454124141734
2018-08-17 13:00:00,6669.186482527873
2018-08-17 14:00:00,6832.605650218109
2018-08-17 15:00:00,6930.895557211912
2018-08-17 16:00:00,6978.618465303406
2018-08-17 17:00:00,7035.128245621056
2018-08-17 18:00:00,6964.897415631674
2018-08-17 19:00:00,6788.421702286943
2018-08-17 20:00:00,6566.39498874128
2018-08-17 21:00:00,6465.257966841867
2018-08-17 22:00:00,6280.941523258836
2018-08-17 23:00:00,5831.803838629016
2018-08-18 00:00:00,5343.810682018508
2018-08-18 01:00:00,4925.466201378728
2018-08-18 02:00:00,4645.066202866301
2018-08-18 03:00:00,4468.469737429983
2018-08-18 04:00:00,4359.144349446084
2018-08-18 05:00:00,4307.996636506564
2018-08-18 06:00:00,4353.268543037437
2018-08-18 07:00:00,4430.2468491766285
2018-08-18 08:00:00,4609.518998280455
2018-08-18 09:00:00,4967.012473049644
2018-08-18 10:00:00,5343.622957069556
2018-08-18 11:00:00,5678.3441976256845
2018-08-18 12:00:00,5920.003310516793
2018-08-18 13:00:00,6109.7614270729655
2018-08-18 14:00:00,6248.133118915623
2018-08-18 15:00:00,6330.361109169983
2018-08-18 16:00:00,6413.666751626687
2018-08-18 17:00:00,6489.0944198908555
2018-08-18 18:00:00,6483.214868393417
2018-08-18 19:00:00,6335.235870122149
2018-08-18 20:00:00,6119.822489200917
2018-08-18 21:00:00,6060.475443398613
2018-08-18 22:00:00,5904.690606247285
2018-08-18 23:00:00,5505.719496773269
2018-08-19 00:00:00,5064.634331654563
2018-08-19 01:00:00,4686.439100887088
2018-08-19 02:00:00,4437.03898460364
2018-08-19 03:00:00,4261.003324752064
2018-08-19 04:00:00,4145.927274351608
2018-08-19 05:00:00,4097.994404771294
2018-08-19 06:00:00,4110.525433102916
2018-08-19 07:00:00,4143.401338671567
2018-08-19 08:00:00,4287.41204729904
2018-08-19 09:00:00,4645.747531668109
2018-08-19 10:00:00,5022.662375117113
2018-08-19 11:00:00,5354.134989168049
2018-08-19 12:00:00,5632.211644590112
2018-08-19 13:00:00,5868.030443674239
2018-08-19 14:00:00,6027.884948692032
2018-08-19 15:00:00,6146.474691209812
2018-08-19 16:00:00,6276.145540443907
2018-08-19 17:00:00,6386.457328658476
2018-08-19 18:00:00,6448.25310800302
2018-08-19 19:00:00,6346.686107173994
2018-08-19 20:00:00,6178.4621759007405
2018-08-19 21:00:00,6183.897990969981
2018-08-19 22:00:00,5999.767913578543
2018-08-19 23:00:00,5580.955336824824
2018-08-20 00:00:00,5185.897144842923
2018-08-20 01:00:00,4840.387032706714
2018-08-20 02:00:00,4626.910828814564
2018-08-20 03:00:00,4495.054954561092
2018-08-20 04:00:00,4433.160320172534
2018-08-20 05:00:00,4457.2745520983535
2018-08-20 06:00:00,4691.59974074885
2018-08-20 07:00:00,5046.978242961545
2018-08-20 08:00:00,5333.294940814917
2018-08-20 09:00:00,5632.169113289268
2018-08-20 10:00:00,5950.254483317337
2018-08-20 11:00:00,6271.0006671892215
2018-08-20 12:00:00,6529.392996106987
2018-08-20 13:00:00,6714.546760332529
2018-08-20 14:00:00,6913.167457861147
2018-08-20 15:00:00,7045.883886739486
2018-08-20 16:00:00,7111.431981699773
2018-08-20 17:00:00,7172.067531546421
2018-08-20 18:00:00,7150.831564115964
2018-08-20 19:00:00,7031.631850558351
2018-08-20 20:00:00,6839.218211457278
2018-08-20 21:00:00,6792.986903572304
2018-08-20 22:00:00,6545.622821296142
2018-08-20 23:00:00,6018.765744408234
2018-08-21 00:00:00,5517.406210889082
2018-08-21 01:00:00,5100.554304772036
2018-08-21 02:00:00,4851.219034821458
2018-08-21 03:00:00,4685.678198936028
2018-08-21 04:00:00,4601.002664503449
2018-08-21 05:00:00,4614.4973261922305
2018-08-21 06:00:00,4827.529611431029
2018-08-21 07:00:00,5178.518615469048
2018-08-21 08:00:00,5429.653868666498
2018-08-21 09:00:00,5705.033573097498
2018-08-21 10:00:00,5983.247709673687
2018-08-21 11:00:00,6278.6471502415825
2018-08-21 12:00:00,6543.1406972730765
2018-08-21 13:00:00,6747.323057135151
2018-08-21 14:00:00,6939.448999474922
2018-08-21 15:00:00,7062.674916248503
2018-08-21 16:00:00,7145.829055921748
2018-08-21 17:00:00,7220.289921441927
2018-08-21 18:00:00,7210.702144353886
2018-08-21 19:00:00,7061.780289518523
2018-08-21 20:00:00,6852.431812035194
2018-08-21 21:00:00,6823.128934172746
2018-08-21 22:00:00,6587.293791669002
2018-08-21 23:00:00,6054.975617985078
2018-08-22 00:00:00,5523.335379351445
2018-08-22 01:00:00,5104.269483732439
2018-08-22 02:00:00,4844.892951699789
2018-08-22 03:00:00,4692.352722217676
2018-08-22 04:00:00,4593.690211438061
2018-08-22 05:00:00,4618.17574685207
2018-08-22 06:00:00,4815.024510693783
2018-08-22 07:00:00,5177.438465590615
2018-08-22 08:00:00,5429.384687712305
2018-08-22 09:00:00,5675.52983781851
2018-08-22 10:00:00,5966.01224722665
2018-08-22 11:00:00,6260.48019739675
2018-08-22 12:00:00,6510.313196945535
2018-08-22 13:00:00,6710.463257988596
2018-08-22 14:00:00,6915.949515811532
2018-08-22 15:00:00,7039.623842142979
2018-08-22 16:00:00,7103.649812574098
2018-08-22 17:00:00,7176.495836286418
2018-08-22 18:00:00,7141.403387401401
2018-08-22 19:00:00,7018.456651595892
2018-08-22 20:00:00,6821.463542616664
2018-08-22 21:00:00,6781.705324807351
2018-08-22 22:00:00,6556.565608073451
2018-08-22 23:00:00,6045.986510019271
2018-08-23 00:00:00,5532.577323953198
2018-08-23 01:00:00,5110.69821573325
2018-08-23 02:00:00,4860.387411771346
2018-08-23 03:00:00,4692.735921316268
2018-08-23 04:00:00,4601.780655968929
2018-08-23 05:00:00,4610.751406946424
2018-08-23 06:00:00,4816.6378998864275
2018-08-23 07:00:00,5173.093840937352
2018-08-23 08:00:00,5423.6469325386515
2018-08-23 09:00:00,5680.619993468112
2018-08-23 10:00:00,5979.554181197557
2018-08-23 11:00:00,6284.44671248058
2018-08-23 12:00:00,6548.292181755166
2018-08-23 13:00:00,6745.9187095721245
2018-08-23 14:00:00,6949.600633666477
2018-08-23 15:00:00,7058.059579672571
2018-08-23 16:00:00,7112.457509811663
2018-08-23 17:00:00,7150.867167924074
2018-08-23 18:00:00,7146.91116157288
2018-08-23 19:00:00,7004.293483634089
2018-08-23 20:00:00,6805.449259312521
2018-08-23 21:00:00,6751.792287645817
2018-08-23 22:00:00,6551.643440485708
2018-08-23 23:00:00,6038.212424603902
2018-08-24 00:00:00,5546.737321297655
2018-08-24 01:00:00,5127.248138963567
2018-08-24 02:00:00,4855.470070368588
2018-08-24 03:00:00,4695.6987669055
2018-08-24 04:00:00,4601.829526359938
2018-08-24 05:00:00,4617.188497679379
2018-08-24 06:00:00,4794.018013272959
2018-08-24 07:00:00,5128.736103236552
2018-08-24 08:00:00,5388.603298721173
2018-08-24 09:00:00,5663.756841240552
2018-08-24 10:00:00,5963.9034104167085
2018-08-24 11:00:00,6241.957567992529
2018-08-24 12:00:00,6480.454124141734
2018-08-24 13:00:00,6669.186482527873
2018-08-24 14:00:00,6832.605650218109
2018-08-24 15:00:00,6930.895557211912
2018-08-24 16:00:00,6978.618465303406
2018-08-24 17:00:00,7035.128245621056
2018-08-24 18:00:00,6964.897415631674
2018-08-24 19:00:00,6788.421702286943
2018-08-24 20:00:00,6566.39498874128
2018-08-24 21:00:00,6465.257966841867
2018-08-24 22:00:00,6280.941523258836
2018-08-24 23:00:00,5831.803838629016
2018-08-25 00:00:00,5343.810682018508
2018-08-25 01:00:00,4925.466201378728
2018-08-25 02:00:00,4645.066202866301
2018-08-25 03:00:00,4468.469737429983
2018-08-25 04:00:00,4359.144349446084
2018-08-25 05:00:00,4307.996636506564
2018-08-25 06:00:00,4353.268543037437
2018-08-25 07:00:00,4430.2468491766285
2018-08-25 08:00:00,4609.518998280455
2018-08-25 09:00:00,4967.012473049644
2018-08-25 10:00:00,5343.622957069556
2018-08-25 11:00:00,5678.3441976256845
2018-08-25 12:00:00,5920.003310516793
2018-08-25 13:00:00,6109.7614270729655
2018-08-25 14:00:00,6248.133118915623
2018-08-25 15:00:00,6330.361109169983
2018-08-25 16:00:00,6413.666751626687
2018-08-25 17:00:00,6489.0944198908555
2018-08-25 18:00:00,6483.214868393417
2018-08-25 19:00:00,6335.235870122149
2018-08-25 20:00:00,6119.822489200917
2018-08-25 21:00:00,6060.475443398613
2018-08-25 22:00:00,5904.690606247285
2018-08-25 23:00:00,5505.719496773269
2018-08-26 00:00:00,5064.634331654563
2018-08-26 01:00:00,4686.439100887088
2018-08-26 02:00:00,4437.03898460364
2018-08-26 03:00:00,4261.003324752064
2018-08-26 04:00:00,4145.927274351608
2018-08-26 05:00:00,4097.994404771294
2018-08-26 06:00:00,4110.525433102916
2018-08-26 07:00:00,4143.401338671567
2018-08-26 08:00:00,4287.41204729904
2018-08-26 09:00:00,4645.747531668109
2018-08-26 10:00:00,5022.662375117113
2018-08-26 11:00:00,5354.134989168049
2018-08-26 12:00:00,5632.211644590112
2018-08-26 13:00:00,5868.030443674239
2018-08-26 14:00:00,6027.884948692032
2018-08-26 15:00:00,6146.474691209812
2018-08-26 16:00:00,6276.145540443907
2018-08-26 17:00:00,6386.457328658476
2018-08-26 18:00:00,6448.25310800302
2018-08-26 19:00:00,6346.686107173994
2018-08-26 20:00:00,6178.4621759007405
2018-08-26 21:00:00,6183.897990969981
2018-08-26 22:00:00,5999.767913578543
2018-08-26 23:00:00,5580.955336824824
2018-08-27 00:00:00,5185.897144842923
2018-08-27 01:00:00,4840.387032706714
2018-08-27 02:00:00,4626.910828814564
2018-08-27 03:00:00,4495.054954561092
2018-08-27 04:00:00,4433.160320172534
2018-08-27 05:00:00,4457.2745520983535
2018-08-27 06:00:00,4691.59974074885
2018-08-27 07:00:00,5046.978242961545
2018-08-27 08:00:00,5333.294940814917
2018-08-27 09:00:00,5632.169113289268
2018-08-27 10:00:00,5950.254483317337
2018-08-27 11:00:00,6271.0006671892215
2018-08-27 12:00:00,6529.392996106987
2018-08-27 13:00:00,6714.546760332529
2018-08-27 14:00:00,6913.167457861147
2018-08-27 15:00:00,7045.883886739486
2018-08-27 16:00:00,7111.431981699773
2018-08-27 17:00:00,7172.067531546421
2018-08-27 18:00:00,7150.831564115964
2018-08-27 19:00:00,7031.631850558351
2018-08-27 20:00:00,6839.218211457278
2018-08-27 21:00:00,6792.986903572304
2018-08-27 22:00:00,6545.622821296142
2018-08-27 23:00:00,6018.765744408234
2018-08-28 00:00:00,5517.406210889082
2018-08-28 01:00:00,5100.554304772036
2018-08-28 02:00:00,4851.219034821458
2018-08-28 03:00:00,4685.678198936028
2018-08-28 04:00:00,4601.002664503449
2018-08-28 05:00:00,4614.4973261922305
2018-08-28 06:00:00,4827.529611431029
2018-08-28 07:00:00,5178.518615469048
2018-08-28 08:00:00,5429.653868666498
2018-08-28 09:00:00,5705.033573097498
2018-08-28 10:00:00,5983.247709673687
2018-08-28 11:00:00,6278.6471502415825
2018-08-28 12:00:00,6543.1406972730765
2018-08-28 13:00:00,6747.323057135151
2018-08-28 14:00:00,6939.448999474922
2018-08-28 15:00:00,7062.674916248503
2018-08-28 16:00:00,7145.829055921748
2018-08-28 17:00:00,7220.289921441927
2018-08-28 18:00:00,7210.702144353886
2018-08-28 19:00:00,7061.780289518523
2018-08-28 20:00:00,6852.431812035194
2018-08-28 21:00:00,6823.128934172746
2018-08-28 22:00:00,6587.293791669002
2018-08-28 23:00:00,6054.975617985078
2018-08-29 00:00:00,5523.335379351445
2018-08-29 01:00:00,5104.269483732439
2018-08-29 02:00:00,4844.892951699789
2018-08-29 03:00:00,4692.352722217676
2018-08-29 04:00:00,4593.690211438061
2018-08-29 05:00:00,4618.17574685207
2018-08-29 06:00:00,4815.024510693783
2018-08-29 07:00:00,5177.438465590615
2018-08-29 08:00:00,5429.384687712305
2018-08-29 09:00:00,5675.52983781851
2018-08-29 10:00:00,5966.01224722665
2018-08-29 11:00:00,6260.48019739675
2018-08-29 12:00:00,6510.313196945535
2018-08-29 13:00:00,6710.463257988596
2018-08-29 14:00:00,6915.949515811532
2018-08-29 15:00:00,7039.623842142979
2018-08-29 16:00:00,7103.649812574098
2018-08-29 17:00:00,7176.495836286418
2018-08-29 18:00:00,7141.403387401401
2018-08-29 19:00:00,7018.456651595892
2018-08-29 20:00:00,6821.463542616664
2018-08-29 21:00:00,6781.705324807351
2018-08-29 22:00:00,6556.565608073451
2018-08-29 23:00:00,6045.986510019271
2018-08-30 00:00:00,5532.577323953198
2018-08-30 01:00:00,5110.69821573325
2018-08-30 02:00:00,4860.387411771346
2018-08-30 03:00:00,4692.735921316268
2018-08-30 04:00:00,4601.780655968929
2018-08-30 05:00:00,4610.751406946424
2018-08-30 06:00:00,4816.6378998864275
2018-08-30 07:00:00,5173.093840937352
2018-08-30 08:00:00,5423.6469325386515
2018-08-30 09:00:00,5680.619993468112
2018-08-30 10:00:00,5979.554181197557
2018-08-30 11:00:00,6284.44671248058
2018-08-30 12:00:00,6548.292181755166
2018-08-30 13:00:00,6745.9187095721245
2018-08-30 14:00:00,6949.600633666477
